address,token_balance
0x4a70620a685a0e6775d7a2c85cfa13bd25dbac35,0.001433126947520512
0x8531a52494368cd9d8265bdafd3712ac256ec68e,0.00142526610669568
0x45ed4c9ae14b498e38a79b91b019e2de3b73a878,0.00134869573173248
0xc8e94b18ef4304a87a11b63f224879f14c558494,0.00116045647970304
0x5005a337de3affb456db3c932c6482e22c421002,0.00110000018030592
0xde086592bbe2b00cb5086403d2fa101e7998b94f,0.000820833463304192
0x29b3a7fef2de086bbd6ee5676436c9da35501cd8,0.00078195449659392
0x7cd2809801486720b8a8687b004f12da5312b0bd,0.00077114915684352
0x0efd9e068ef2d075fd0cc13129bf5b92053d4119,0.000688064168261597
0xca5fa524c8f685a4904a0fe6f45d3e3a46f98c98,0.000666098290655232
0xe7fb7ababee40e08be282669c85df374fcc6c67d,0.000514602739695616
0x7ecf5fd16481c2e84a63e7021910b19b0b9d5655,0.000391450516783104
0x72aac67f05bf241852724193bdb2d3429556e543,0.000390155372331008
0x05d55a33ab2e52a7e78f1ee2af7a5a95d0692e2d,0.000376109091258368
0x2bc9454db43975338ac8f05082fe3e291091b053,0.00035886392672256
0xc1ff21c2d956ec543732460b86d9b5b3d0c15256,0.00028909290651648
0xa4fe63d4169fd62efe4915756da08c3ff7fc6897,0.00018376964440064
0xc8fc0521a9d97de1e779f25375461dab9406c51f,0.000165099985698816
0x7a0a60a82a6508523b4e18cd84b637193592b62c,0.000160053566898176
0x0ebfbd56048342305f337179239cab14fd4cca91,0.00011035993964544
0xbf6618c709d4adb8714824a7492ea8ef4f0f8678,0.000061928865005568
0xe63d24214d846bbb6aec51f15dd684941330e6ef,0.00006030769422336
0x709e6c472bee0eca1e955138532bd31029aff3e8,0.000050045548756992
0x6d66f490661016c480a3e9f19f82fff18aab5c22,0.000046831833710592
0xc1cd6407626dd8f74cb5d1f6c656eb056fac9a56,0.00003995109163008
0x2794d0eb043f4c8ea12dd9a14c2d3176efb9890f,0.00002597647286272
0x9f6be6d90f28a9faf75d7197757ef112843b880f,0.000004288524845056
0xfef6efdb7cd6cd94a5bd43e4ca545ffe35e4f1f1,9.97858476032e-7
0xe983998ee26ce4b42510522d8d9c713dfe448dd1,9.54556481536e-7
0x83187eece14abbe704b66651ab72e40670eab50d,8.85455323136e-7
0x7a4c2448eeb7a0bc297ed47c332d1a528b5a29bc,8.7946166272e-7
0x6af71a3723d3c0ed69f84ee259c9de3019c2a77c,8.13829193728e-7
0x5b04b8cbccd240aa0a8cc8e5f506022a42c603cc,6.84518088704e-7
0x4d51e3771bde9e41621c6c030b1e0ccb0073948a,6.57618632704e-7
0xe78d6174fe427017a8a70a2ffa5b754f36b7ef2d,6.0018655232e-7
0xe96cb6e72a74fc0bb7aaa8a63c2eff8adc4ce52d,5.7548865536e-7
0xbca315bbfb376f99e3ac2df63c3c6422574f7caa,4.69671727104e-7
0x1c5ac9073325ecc1d34f03bf9d66fa48500a81fc,4.33389043712e-7
0x657ff924a069048012a2c52287c0ab55e752f6b5,3.37310121984e-7
0xf1bbcaa67467dc01681edac035bd81e6cf7bfe39,3.1545360384e-7
0xf56996fa045726564674c6ddf02e8e5e7b7af5a7,2.84797435904e-7
0xc50cd1da00786df0a1a16b1e7886be4d0112569b,2.26878291968e-7
0xc89657cc18c66ffc01d758ed42e61f28c6be43aa,2.5769803776e-8
0x99926ab8e1b589500ae87977632f13cf7f70f242,1.2884901888e-8
0x1e57178029f1b90bcfd86431f11ddb918df7f50b,5.905580032e-9
0x3ee2fde48e84bf110b563a5248b50ca6db4884c6,4.294967296e-9
0x6a67e07aebde20100e5d61883e21443b201a57df,4.294967296e-9
0x9a6c741c95a138e6de1f3464a0ab6166926abfaa,3.221225472e-9
0x84a917f50b16d1564d53ac85c63d7c48b645d87d,2.415919104e-9
0xf240032f25611875b1de3fd364a1a4bb5e386cb1,2.342754688e-9
0x858cc41ad615905b2f8e2024e0aae184dd61d6ee,2.2249472e-9
0xb1bd5762faf7d6f86f965a3ff324bd81bb746d00,2.147483648e-9
0xa9336a684d2088503ed1cf782044a93119b1ef37,2.147483648e-9
0x324c0cbdeb97d58096d630176b1b247684d534cb,2.147483648e-9
0x34cafa03d9750124102059ee35619a9c5d5af7df,2.147483648e-9
0x329822f06152bee7b6ef463e9499c9a3e7f2dc72,2.147483648e-9
0xc95368c69ebc23ab4035df774ddb5c2c88576bf5,2.075164672e-9
0xdb6e9e7390e9acc34619e56efa48ade01cff6f12,1.610612736e-9
0xd196248aa5582485adf743c1ba22ef4c1f5d068a,1.610612736e-9
